cam,frame,image_name,direction,component_id,area,bbox_x,bbox_y,bbox_w,bbox_h,centroid_x,centroid_y,near_point_count,near_score_sum,min_center_dist,top_point_ids,top_point_scores
21,60,c21_f000060,inner,7,103,335,192,7,24,338.5145631067961,203.24271844660194,1361,287.0396423339844,0.0,26493;26130;15867;23075;11254;2456;13821;15088,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,60,c21_f000060,inner,6,57,334,178,7,12,336.87719298245617,183.89473684210526,717,173.36558532714844,0.0,40443;34161;33600;26986;5502;1997;6637;14477,1.000000;1.000000;1.000000;1.000000;1.000000;0.999908;0.990189;0.975267
21,60,c21_f000060,outer,11,912,281,343,27,170,294.0043859649123,425.69627192982455,3462,701.1983032226562,0.0,14461;13504;11516;13396;1375;36;9803;10845,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,60,c21_f000060,outer,19,1159,301,542,91,72,338.33563416738565,591.8757549611735,1580,337.15509033203125,0.0,7385;4079;3125;3787;1145;722;1526;3062,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,60,c21_f000060,outer,10,823,349,317,97,25,406.8262454434994,329.1992709599028,723,120.18992614746094,0.0,38111;29453;23723;28062;32365;10414;1762;32399,1.000000;1.000000;1.000000;1.000000;0.999822;0.991915;0.990088;0.951364
21,60,c21_f000060,outer,5,65,323,214,13,14,328.3692307692308,219.35384615384615,1051,194.41998291015625,0.0,4605;34543;10478;22615;22089;37020;19788;3888,0.924872;0.924872;0.924872;0.924872;0.924872;0.920653;0.897130;0.867697
21,120,c21_f000120,inner,11,485,349,324,30,79,361.620618556701,360.9958762886598,1630,375.3764953613281,0.0,9298;6384;3495;5858;1813;175;3189;3300,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,120,c21_f000120,inner,1,344,312,148,13,85,319.8575581395349,187.53488372093022,1906,370.6171875,0.0,43586;37075;33934;36587;21207;19824;24124;27010,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,120,c21_f000120,inner,13,209,391,334,57,9,419.0622009569378,338.0287081339713,200,10.144065856933594,0.0,22336;1009;8689;35155;44763;28652;32907;16896,0.449829;0.430433;0.391347;0.375089;0.362751;0.350573;0.350573;0.339966
21,120,c21_f000120,inner,14,25,294,546,5,6,295.8,548.68,451,75.42877197265625,0.0,33384;14770;1526;30985;24672;26956;107;15619,1.000000;0.946944;0.946944;0.923925;0.893889;0.859819;0.817817;0.817632
21,120,c21_f000120,outer,16,2362,294,419,76,178,330.36790855207454,504.84081287044876,5962,1148.80322265625,0.0,3567;3539;1179;1358;640;98;649;866,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,120,c21_f000120,outer,11,1486,262,302,35,246,278.04104979811575,410.9912516823688,2918,606.416015625,0.0,17184;11348;9152;10645;3341;1090;3924;4160,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,120,c21_f000120,outer,7,1030,341,240,121,98,410.4621359223301,302.173786407767,1081,218.4957275390625,0.0,10378;27296;18547;37887;19745;10910;27055;42785,1.000000;1.000000;1.000000;1.000000;1.000000;0.997526;0.994675;0.993530
21,120,c21_f000120,outer,17,439,383,445,10,108,387.7995444191344,500.17539863325743,534,42.82636260986328,0.0,38231;46792;24197;23215;35271;45514;6980;20961,0.946944;0.946944;0.892745;0.806472;0.802198;0.754186;0.734722;0.718727
21,180,c21_f000180,inner,18,221,331,456,10,58,334.38009049773757,482.6606334841629,1633,339.40899658203125,0.0,12587;10779;9327;10118;5281;2088;5326;8908,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,180,c21_f000180,inner,7,74,324,197,6,19,326.05405405405406,205.14864864864865,1273,286.0572509765625,0.0,29246;27298;20544;25925;9069;695;19334;19930,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,180,c21_f000180,inner,13,91,355,313,12,13,360.0879120879121,318.4945054945055,874,114.30848693847656,0.0,20226;37212;22585;33946;39;29923;20419;39320,0.923928;0.915797;0.912711;0.891748;0.869776;0.820126;0.813325;0.805847
21,180,c21_f000180,inner,22,42,339,515,3,14,340.0,521.5,678,162.227294921875,0.0,43616;31913;28990;30678;17460;1851;17889;19836,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,180,c21_f000180,outer,15,1643,282,461,73,134,315.4017041996348,541.9866098600122,3219,803.07763671875,0.0,7385;4219;1687;2058;847;78;930;1476,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,180,c21_f000180,outer,14,1235,350,355,42,176,367.31983805668017,438.99838056680164,2712,367.61285400390625,0.0,15856;41999;27175;41798;17839;2401;19552;6256,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.976142
21,180,c21_f000180,outer,8,2095,157,259,132,178,239.59331742243438,330.8286396181384,1102,130.74993896484375,0.0,20937;25621;1254;35809;15873;17343;1916;30200,0.949319;0.923928;0.923928;0.897130;0.893889;0.881287;0.867697;0.867162
21,180,c21_f000180,outer,7,744,326,216,84,96,373.3279569892473,256.01344086021504,1606,276.60308837890625,0.0,35774;30651;15867;20719;912;712;12822;15088,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,240,c21_f000240,inner,14,182,350,369,8,52,353.9230769230769,395.61538461538464,1115,140.61351013183594,0.0,43719;5048;11629;38898;9424;18333;44803;34539,1.000000;0.946944;0.915797;0.915797;0.896473;0.893889;0.871093;0.870872
21,240,c21_f000240,inner,3,141,323,196,10,26,326.7588652482269,207.5035460992908,1100,167.49102783203125,0.0,16491;37007;24083;20554;40297;309;32086;20372,1.000000;1.000000;1.000000;0.990189;0.936153;0.915797;0.893889;0.893889
21,240,c21_f000240,inner,4,41,337,226,9,10,341.1219512195122,230.3170731707317,986,271.1045227050781,0.0,21672;35016;7684;2187;18537;10664;27921;18556,1.000000;1.000000;1.000000;1.000000;0.999999;0.996133;0.990189;0.990189
21,240,c21_f000240,inner,8,65,349,268,6,19,351.38461538461536,277.10769230769233,1129,126.37995147705078,0.0,22393;29647;20009;40721;5487;11077;34067;17581,0.874834;0.823840;0.814272;0.808706;0.773235;0.764761;0.764761;0.726206
21,240,c21_f000240,outer,16,2013,280,377,63,200,313.4033780427223,491.06060606060606,7635,1385.8193359375,0.0,4481;4401;2159;4371;36;0;1355;1663,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,240,c21_f000240,outer,23,1025,306,518,71,83,352.45170731707316,567.1570731707317,543,157.71255493164062,0.0,33386;32165;20947;28494;12524;8151;13161;16105,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,240,c21_f000240,outer,10,561,230,302,62,74,274.83422459893046,333.09090909090907,1619,200.05816650390625,0.0,24635;7744;42955;19899;16249;11705;29941;7097,1.000000;0.999987;0.997788;0.976142;0.946944;0.913140;0.897130;0.892921
21,240,c21_f000240,outer,2,346,327,155,15,42,333.9884393063584,174.66184971098266,589,139.54269409179688,0.0,13821;34192;24596;34489;26493;11305;27652;24589,1.000000;1.000000;1.000000;1.000000;1.000000;0.976142;0.976142;0.951148
21,300,c21_f000300,inner,7,561,350,332,22,101,363.0819964349376,377.5204991087344,1279,177.0980224609375,0.0,39301;31495;24258;24814;3423;1616;12742;15913,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,300,c21_f000300,inner,9,335,368,451,14,75,375.4089552238806,485.7492537313433,943,137.30628967285156,0.0,44950;44360;33496;35291;20771;13756;26434;32007,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,300,c21_f000300,inner,3,194,325,188,15,39,330.12886597938143,208.56701030927834,757,134.07566833496094,0.0,9837;43560;40023;44636;19144;31997;1483;20573,1.000000;1.000000;1.000000;1.000000;1.000000;0.999999;0.954304;0.946944
21,300,c21_f000300,inner,5,320,376,271,28,54,391.93125,298.134375,135,19.821868896484375,0.0,41276;34861;37506;2292;30920;11497;22393;19366,0.671633;0.658596;0.655851;0.536805;0.517908;0.499483;0.493124;0.476021
21,300,c21_f000300,outer,11,2524,306,431,56,131,336.85063391442156,494.4338351822504,5995,1035.1712646484375,0.0,3958;3305;2816;3243;1375;804;1449;2146,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,300,c21_f000300,outer,8,1800,215,301,92,211,275.1333333333333,390.99888888888887,4228,777.0496826171875,0.0,10779;10773;8424;9327;640;98;3539;7097,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,300,c21_f000300,outer,13,372,286,514,31,57,301.64247311827955,548.7688172043011,1953,479.2607421875,0.0,8758;8006;7619;7793;2159;482;3281;5523,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,300,c21_f000300,outer,1,1745,234,138,101,149,280.9799426934097,209.51002865329514,357,18.951305389404297,0.0,19364;45748;26062;36573;41932;16671;7684;44968,0.573087;0.549924;0.500070;0.471651;0.434176;0.432554;0.430433;0.417255
21,360,c21_f000360,inner,20,244,263,415,8,53,266.594262295082,442.36475409836066,929,98.24378204345703,0.0,34394;8612;28321;12350;8541;0;29297;26886,0.946944;0.915797;0.882117;0.870872;0.847856;0.790856;0.787778;0.787778
21,360,c21_f000360,inner,21,145,364,467,6,44,366.42758620689654,488.951724137931,929,95.35710144042969,0.0,32943;34843;2530;17634;26978;18741;4133;37753,1.000000;0.999921;0.988846;0.968705;0.946944;0.946944;0.923928;0.896706
21,360,c21_f000360,inner,3,88,325,206,10,20,328.17045454545456,216.79545454545453,698,68.95671081542969,0.0,6889;45532;12882;14042;22876;13458;25573;40023,0.882117;0.840833;0.838607;0.828081;0.764761;0.728386;0.728386;0.722874
21,360,c21_f000360,inner,19,221,367,407,12,49,372.7737556561086,430.57466063348414,302,29.059160232543945,0.0,19202;25711;21026;45288;27022;32607;31281;40817,0.794800;0.711706;0.711706;0.665672;0.665672;0.665672;0.658650;0.624653
21,360,c21_f000360,outer,19,1587,308,427,50,156,329.83301827347196,488.7309388783869,4344,806.517578125,0.0,3243;2816;2146;2584;735;691;829;1449,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,360,c21_f000360,outer,23,619,278,528,49,62,302.49919224555737,564.2213247172859,1606,412.7529296875,0.0,8797;8292;7385;7579;1179;815;4371;5975,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,360,c21_f000360,outer,21,503,269,466,32,75,285.47713717693836,498.67992047713716,1621,457.5614013671875,0.0,5382;4279;3786;4219;1892;1086;2088;3567,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,360,c21_f000360,outer,9,816,263,285,17,132,271.1862745098039,342.0882352941176,1340,183.50918579101562,0.0,999;37541;28350;43794;27175;21630;6724;9616,1.000000;1.000000;1.000000;1.000000;1.000000;0.999898;0.998106;0.951148
21,420,c21_f000420,inner,3,217,338,196,19,38,347.55760368663596,216.89400921658986,1494,326.91229248046875,0.0,22621;21842;12382;16961;4568;3561;5112;5574,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,420,c21_f000420,inner,5,328,359,252,52,43,376.8018292682927,280.2591463414634,785,181.8212127685547,0.0,41243;32764;27594;32467;11520;8158;18270;25796,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,420,c21_f000420,inner,7,210,367,315,6,47,369.75714285714287,337.4761904761905,1254,238.5706787109375,0.0,31853;27757;24491;8055;3898;15544;17901;5946,1.000000;1.000000;1.000000;1.000000;1.000000;0.993728;0.989323;0.954339
21,420,c21_f000420,inner,13,175,323,544,16,18,330.4457142857143,550.56,1081,156.45883178710938,0.0,31465;28549;20907;28175;8237;107;11169;13439,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,420,c21_f000420,outer,12,866,296,488,22,129,305.5242494226328,547.1847575057736,2659,646.2127685546875,0.0,7705;7385;5975;6514;2596;98;2670;4010,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,420,c21_f000420,outer,1,2252,248,142,81,210,282.9849023090586,236.31127886323267,1422,207.15963745117188,0.0,23926;41932;38230;12822;21246;12802;15867;35107,1.000000;1.000000;1.000000;0.976142;0.963868;0.946944;0.946944;0.946944
21,420,c21_f000420,outer,9,949,291,338,17,143,299.6459430979979,398.5985247629083,2314,397.0043640136719,0.0,23650;18449;13008;16023;2396;1859;6651;12350,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,420,c21_f000420,outer,11,968,359,452,42,122,373.20454545454544,520.8574380165289,2095,114.04698181152344,0.0,46778;35269;46700;174;18819;35291;45541;25173,0.899525;0.895694;0.846791;0.809433;0.776466;0.771783;0.741744;0.734722
21,480,c21_f000480,inner,4,423,339,214,36,75,353.4609929078014,250.13947990543736,3308,623.258544921875,0.0,17139;13513;4210;4679;568;248;950;1332,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,inner,8,316,371,334,14,53,376.74050632911394,356.7373417721519,1533,307.59527587890625,0.0,14587;12056;9616;10266;3196;1071;3835;8412,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,inner,2,222,337,149,14,39,345.77927927927925,167.06756756756758,1462,374.76605224609375,0.0,18997;18556;9700;9837;6184;5088;6534;7258,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,inner,3,93,350,190,5,22,351.98924731182797,200.23655913978496,1296,263.02130126953125,0.0,31054;30066;24476;26493;13821;9135;14323;22903,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,outer,1,3772,269,142,68,358,299.08907741251323,301.8756627783669,4263,875.0530395507812,0.0,9992;8550;2975;3341;1449;348;1859;1892,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,outer,18,227,316,597,27,23,324.94713656387665,611.3215859030837,843,295.84368896484375,0.0,15173;13065;10957;12115;2171;1758;9035;9229,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,480,c21_f000480,outer,11,725,348,485,36,99,364.0358620689655,534.2344827586207,900,56.96672821044922,0.0,25334;23994;10668;38660;4783;9203;14674;12624,0.601679;0.560414;0.551791;0.542751;0.539621;0.531641;0.522500;0.522500
21,480,c21_f000480,outer,6,899,373,235,98,69,430.1868743047831,264.31813125695214,350,51.636802673339844,0.0,24635;32179;32907;2411;7097;9426;21578;19326,1.000000;1.000000;0.976142;0.976142;0.924872;0.923928;0.897130;0.870872
21,540,c21_f000540,inner,1,287,352,145,23,45,365.9024390243902,165.61324041811847,1377,370.9273681640625,0.0,9700;9414;8566;8662;5088;4217;7258;7770,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,540,c21_f000540,inner,11,249,380,353,14,61,385.90763052208837,381.80321285140565,818,122.90211486816406,0.0,9616;31909;29959;6724;41031;32503;17774;9807,1.000000;1.000000;1.000000;0.998106;0.991389;0.988198;0.944641;0.944299
21,540,c21_f000540,inner,3,161,353,215,15,31,358.42857142857144,229.8136645962733,924,180.24337768554688,0.0,3977;1617;42774;28606;28093;28446;39266;19805,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.999960
21,540,c21_f000540,inner,2,68,367,191,5,21,368.5147058823529,200.5735294117647,684,167.28955078125,0.0,40534;39895;31840;37739;4602;1733;12802;24476,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,540,c21_f000540,outer,1,3209,263,141,89,306,300.8815830476784,276.10501713929574,2502,463.9273681640625,0.0,22129;14940;13396;14626;3341;2358;12224;12478,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,540,c21_f000540,outer,29,597,341,593,58,30,363.38023450586263,610.8140703517588,846,295.9028015136719,0.0,12115;11830;10957;11273;1199;711;9229;10938,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,540,c21_f000540,outer,21,382,315,449,16,76,321.85340314136124,479.9895287958115,1847,385.6267395019531,0.0,22685;21297;19054;20928;9098;3958;15112;16562,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
21,540,c21_f000540,outer,23,413,313,532,26,57,322.83535108958836,570.3995157384987,1125,217.05934143066406,0.0,15287;14341;13161;14086;1476;1179;5975;7904,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,0,c22_f000000,inner,14,195,442,351,9,37,445.83589743589744,365.55384615384617,681,77.23527526855469,0.0,14668;29959;31217;11705;2893;30337;17854;12056,0.840833;0.840833;0.787778;0.778579;0.734722;0.733345;0.681667;0.681667
22,0,c22_f000000,inner,16,50,437,423,5,16,439.3,430.6,1402,109.11717224121094,0.0,37930;42775;14632;39897;4161;37199;4507;21798,0.942815;0.923928;0.923928;0.847817;0.823837;0.786940;0.741744;0.681375
22,0,c22_f000000,inner,19,33,389,563,8,11,392.8181818181818,568.0,343,36.742164611816406,0.0,22852;29918;9230;33738;1476;2291;28395;28459,1.000000;0.946944;0.893889;0.826341;0.817817;0.813503;0.787778;0.734722
22,0,c22_f000000,inner,11,173,442,296,9,35,445.271676300578,315.5838150289017,141,7.795411586761475,0.0,42493;22688;38024;37304;31175;35658;9300;41665,0.464058;0.392283;0.320897;0.298182;0.296709;0.293906;0.226874;0.226410
22,0,c22_f000000,outer,4,1563,360,144,35,207,374.147792706334,251.71849008317338,4727,794.126220703125,0.0,19651;16961;12382;14323;8662;712;9414;9700,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,0,c22_f000000,outer,24,1149,389,469,44,92,406.2680591818973,518.1523063533507,4123,1087.72412109375,0.0,4371;4279;1375;2855;517;98;691;958,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,0,c22_f000000,outer,16,1144,368,350,19,168,376.43356643356645,424.16083916083915,3413,601.5087280273438,0.0,34539;28753;18333;19465;14940;5257;17619;18185,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,0,c22_f000000,outer,26,940,356,568,73,40,392.12978723404257,591.0127659574468,1108,322.0023193359375,0.0,8025;3912;3629;3787;1199;722;2078;3125,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,60,c22_f000060,inner,15,943,435,350,74,103,460.4729586426299,380.47720042417814,1534,191.15679931640625,0.0,14147;46122;37514;14860;30353;1599;13899;25142,1.000000;1.000000;1.000000;0.954339;0.915797;0.915797;0.913506;0.910675
22,60,c22_f000060,inner,17,117,422,497,16,24,429.52991452991455,508.7350427350427,1492,260.82086181640625,0.0,42690;21629;20114;16106;22251;7947;15895;1789,1.000000;1.000000;0.997910;0.993958;0.993614;0.988002;0.964644;0.954339
22,60,c22_f000060,inner,16,173,441,456,15,37,450.04624277456645,474.6127167630058,737,88.64410400390625,0.0,16818;32194;22129;35120;27945;29834;25732;38243,1.000000;1.000000;1.000000;1.000000;1.000000;0.998185;0.983615;0.954339
22,60,c22_f000060,inner,10,282,435,261,36,18,453.32978723404256,266.9503546099291,325,27.683631896972656,0.0,33937;20626;24800;84;1206;32151;1493;45812,0.771783;0.715529;0.695711;0.609197;0.592098;0.511017;0.493120;0.489125
22,60,c22_f000060,outer,13,979,364,346,22,173,374.0888661899898,422.2870275791624,3239,605.822998046875,0.0,33032;31668;19214;25630;10258;348;12224;18333,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,60,c22_f000060,outer,16,973,361,535,72,70,390.52723535457346,581.1387461459404,1653,326.80029296875,0.0,13316;13161;7904;12524;1199;1179;3787;4079,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,60,c22_f000060,outer,10,546,433,277,36,53,446.2765567765568,293.8131868131868,1339,222.36009216308594,0.0,23408;22336;16983;19326;7895;3355;9426;10378,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,60,c22_f000060,outer,9,425,367,221,14,84,371.1223529411765,258.6729411764706,1251,182.56790161132812,0.0,15664;23943;16961;40414;3399;39077;30898;31254,1.000000;0.976142;0.946944;0.924872;0.924872;0.897130;0.869012;0.867696
22,120,c22_f000120,inner,21,224,398,423,25,19,408.8705357142857,430.1294642857143,2151,440.4134521484375,0.0,7095;5522;1728;4580;79;52;133;866,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,120,c22_f000120,inner,5,262,353,194,33,28,371.706106870229,211.706106870229,1212,310.51544189453125,0.0,26942;24596;19824;23943;5112;4568;15664;19287,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,120,c22_f000120,inner,16,321,438,340,25,67,450.0218068535826,374.38317757009344,926,179.48252868652344,0.0,10958;45147;40351;42449;17402;6384;32767;16893,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.999999
22,120,c22_f000120,inner,12,67,356,307,9,12,360.6865671641791,312.1194029850746,540,142.4195556640625,0.0,38493;11828;2129;41147;21956;24553;38341;40005,1.000000;0.974140;0.946944;0.946944;0.946612;0.925445;0.923928;0.912710
22,120,c22_f000120,outer,14,1533,352,333,36,243,361.88649706457926,473.27071102413566,4303,524.5833129882812,0.0,43277;43198;37957;42672;17401;5027;20168;36818,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,120,c22_f000120,outer,21,945,376,431,23,113,384.8793650793651,488.226455026455,2979,638.1344604492188,0.0,15112;14838;12444;14355;1449;383;4847;9992,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,120,c22_f000120,outer,22,507,421,440,17,86,429.94871794871796,476.5936883629191,2287,463.0511169433594,0.0,23159;22409;15312;17704;8541;4279;9327;13380,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,120,c22_f000120,outer,8,554,445,241,47,84,458.6552346570397,286.7346570397112,966,188.24435424804688,0.0,27323;27296;27703;27417;11508;10378;1258;45812,1.000000;1.000000;0.998520;0.951137;0.946944;0.946944;0.942734;0.936124
22,180,c22_f000180,inner,16,171,400,440,6,52,401.9824561403509,464.7602339181287,1627,234.79425048828125,0.0,10645;2146;11154;14940;16555;23485;14991;7208,1.000000;1.000000;1.000000;1.000000;0.999989;0.999952;0.988348;0.954339
22,180,c22_f000180,inner,5,134,345,222,34,24,360.1268656716418,231.2910447761194,833,149.33358764648438,0.0,40677;36506;37020;26307;19788;4605;28155;41695,0.946944;0.946944;0.923928;0.896473;0.896473;0.882117;0.850936;0.838607
22,180,c22_f000180,inner,4,57,384,214,11,9,389.49122807017545,218.1578947368421,1064,242.8927459716797,0.0,20916;24624;10056;19930;9511;45675;7224;650,1.000000;1.000000;1.000000;1.000000;0.990189;0.990186;0.981841;0.954339
22,180,c22_f000180,inner,10,183,458,283,35,39,472.5191256830601,301.1748633879781,208,10.915521621704102,0.0,21246;22873;44544;32763;6893;14989;42229;6658,0.386501;0.357488;0.340676;0.339598;0.322647;0.316133;0.302664;0.277741
22,180,c22_f000180,outer,18,1467,351,440,58,141,377.81595092024537,525.4042263122018,4067,578.0020751953125,0.0,9230;8237;7345;7856;1375;668;1476;1526,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,180,c22_f000180,outer,15,1148,437,349,19,162,448.1132404181185,425.4616724738676,2869,507.7290954589844,0.0,34997;19365;17839;18504;6256;2401;7956;10643,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,180,c22_f000180,outer,9,1738,269,232,109,169,333.47238204833144,301.6110471806674,1258,257.0478210449219,0.0,16618;31853;27594;28008;25621;5775;25796;21856,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.999981
22,180,c22_f000180,outer,24,552,434,519,33,38,448.0597826086956,543.0199275362319,911,215.9341583251953,0.0,40958;37726;20559;30678;5886;5523;14578;19841,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
22,240,c22_f000240,inner,5,76,392,213,8,20,396.4078947368421,222.3421052631579,1529,225.97586059570312,0.0,23320;36506;33278;43430;37020;19930;28155;40677,1.000000;1.000000;1.000000;0.990189;0.946944;0.946944;0.903062;0.893889
22,240,c22_f000240,inner,15,54,425,402,6,16,427.3888888888889,409.4074074074074,821,188.53115844726562,0.0,7103;2557;27121;38483;16986;23747;43424;30637,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.999872;0.987236
22,240,c22_f000240,inner,19,50,419,443,5,15,420.58,449.58,765,147.52764892578125,0.0,278;35731;39146;31353;22409;21118;1358;3243,1.000000;0.996352;0.946944;0.946944;0.893889;0.893889;0.893889;0.893889
